Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,# of Customers Affected Cleaned,Tags,Regions_raw,Region
Wind Storm,2008,9/14/2008,5:00 p.m.,9/19/2008,12:38 p.m.,Pennsylvania Electric Company,Western Pennsylvania,RFC,72,"124,596","124,596","severe weather, wind",Western Pennsylvania,Pennsylvania
Hurricane Ike,2008,9/14/2008,2:00 p.m.,9/17/2008,12:00 p.m.,Dayton Power and Light,Dayton Ohio Area,RFC,"1,000","95,000","95,000","severe weather, hurricane/tropical storm",Ohio,Ohio
Tropical Depression Ike,2008,9/14/2008,7:00 p.m.,9/14/2008,11:59 p.m.,Duquesne Light Company,Allegheny and Beaver Counties in Pennsylvania,RFC,600,"105,000","105,000","severe weather, hurricane/tropical storm",Allegheny and Beaver Counties in Pennsylvania,Pennsylvania
Wind Storm,2008,9/14/2008,4:00 p.m.,9/20/2008,11:00 p.m.,American Electric Company,"Northern Indiana, Central and Central Southern Ohio",RFC,,"650,000","650,000","severe weather, wind","Northern Indiana, Central and Central Southern Ohio",Ohio
Hurricane Ike,2008,9/13/2008,12:00 p.m.,9/15/2008,8:00 a.m.,Oncor Electric Delivery Company LLC,"North, Central and East Texas",TRE,,"238,392","238,392","severe weather, hurricane/tropical storm","North, Central and East Texas",Texas
Hurricane Ike,2008,9/13/2008,4:00 p.m.,9/16/2008,7:44 p.m.,American Electric Power CSWS,Texas and Louisana,SPP,,"184,501","184,501","severe weather, hurricane/tropical storm",Texas and Louisana,Texas
Hurricane Ike,2008,9/13/2008,10:24 a.m.,9/27/2008,2:40 p.m.,Louisiana Generating LLC,Southwest Louisiana,SERC,40,"50,000","50,000","severe weather, hurricane/tropical storm",Southwest Louisiana,Louisiana
Hurricane Ike,2008,9/12/2008,8:00 p.m.,9/27/2008,7:00 p.m.,Texas New Mexico Power Company,Galveston and Brazoria Counties,TRE,650,"113,247","113,247","severe weather, hurricane/tropical storm",Texas,Texas
Hurricane Ike,2008,9/12/2008,6:21 p.m.,10/1/2008,11:59 p.m.,CenterPoint Energy,Greater Houston-Galveston Metro Area,TRE,"8,087","2,142,678","2,142,678","severe weather, hurricane/tropical storm",Texas,Texas
Hurricane Ike,2008,9/12/2008,6:21 p.m.,10/1/2008,11:59 p.m.,Electric Reliability Council of Texas,Greater Houston Area-Eastern Region of ERCOT,TRE,,"2,504,366","2,504,366","severe weather, hurricane/tropical storm",Texas,Texas
Hurricane Ike,2008,9/12/2008,5:45 a.m.,9/14/2008,1:00 p.m.,Entergy Corporation,"Primarily Southeast Texas, Louisiana, and Arkansas",SERC,,"705,000","705,000","severe weather, hurricane/tropical storm","Primarily Southeast Texas, Louisiana, and Arkansas",Texas
Fuel Supply Deficiency,2008,9/8/2008,10:03 p.m.,9/9/2008,12:28 a.m.,"State of California, Department of Water Resources",A.D. Edmonston Pumping Plant,WECC,300,0,0,fuel supply emergency,California,California
Tropical Storm Hanna,2008,9/6/2008,2:15 p.m.,9/6/2008,4:06 p.m.,Dominion-Virginia Power,North East North Carolina and Virginia,SERC,220,"64,463","64,463","severe weather, hurricane/tropical storm",North East North Carolina and Virginia,Virginia
Tropical Storm Hanna,2008,9/6/2008,7:45 a.m.,9/6/2008,10:30 a.m.,Progress Energy Carolinas,Eastern North Carolina,SERC,,"57,000","57,000","severe weather, hurricane/tropical storm",Eastern North Carolina,North Carolina
Hurricane Gustav,2008,9/1/2008,10:30 a.m.,9/13/2008,7:22 p.m.,Louisiana Generating LLC,Primarily South and Central Louisiana,SERC,400,"150,000","150,000","severe weather, hurricane/tropical storm",Primarily South and Central Louisiana,Louisiana
Hurricane Gustav,2008,9/1/2008,11:45 a.m.,9/10/2008,4:00 p.m.,Cleco Power LLC,"Bayou Division and North Lake Division, Louisiana",SERC,,"246,092","246,092","severe weather, hurricane/tropical storm","Bayou Division and North Lake Division, Louisiana",Louisiana
Fuel Supply Curtailed,2008,8/31/2008,7:30 a.m.,9/19/2008,9:00 a.m.,Dow Chemical Company,"Plaquemine, Louisiana",SERC,200,0,0,fuel supply emergency,"Plaquemine, Louisiana",Louisiana
Hurricane Gustav,2008,8/31/2008,7:00 p.m.,9/3/2008,9:00 a.m.,Entergy Corporation,"Louisiana, Mississippi, Arkansas",SERC,,"964,000","964,000","severe weather, hurricane/tropical storm","Louisiana, Mississippi, Arkansas",Mississippi
Tropical Storm Fay,2008,8/24/2008,4:30 a.m.,8/24/2008,2:00 p.m.,Southern Company,Georgia and Alabama,SERC,110,"87,390","87,390","severe weather, hurricane/tropical storm",Georgia and Alabama,Georgia
Fuel Supply Emergency-Low Coal Inventory Levels,2008,8/22/2008,12:00 p.m.,8/23/2008,12:00 p.m.,Mirant Chalk Point LLC,-,RFC,0,0,0,"fuel supply emergency, coal",-,
Tropical Storm Fay,2008,8/21/2008,7:00 p.m.,8/25/2008,8:00 a.m.,Progress Energy Florida,"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",FRCC,,"430,000","430,000","severe weather, hurricane/tropical storm",Florida,Florida
Tropical Storm Fay,2008,8/19/2008,9:29 a.m.,8/22/2008,10:00 p.m.,Florida Power and Light,Florida,FRCC,,"101,950","101,950","severe weather, hurricane/tropical storm",Florida,Florida
Shed Firm Load,2008,8/18/2008,7:22 p.m.,8/19/2008,6:44 p.m.,Puerto Rico Electric Power Authority,North Part of Island,PR,225,"100,000","100,000",load shedding,Puerto Rico,Puerto Rico
Lightning/Transmission Equipment Damage,2008,8/16/2008,5:23 a.m.,8/16/2008,7:30 a.m.,Lubbock Power and Light,City of Lubbock,TRE,153,"71,823","71,823","severe weather, thunderstorm, equipment failure",Texas,Texas
Shed Firm Load/Voltage Reduction,2008,8/16/2008,8:14 a.m.,8/16/2008,3:00 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,300,"200,000","200,000","load shedding, voltage reduction",Island of Puerto Rico,Puerto Rico
Made Public Appeals,2008,8/15/2008,12:52 p.m.,8/15/2008,5:00 p.m.,Seattle City Light,Part of Seattle's Downtown,WECC,100,"8,000","8,000",public appeal,Washington,Washington
Declared Energy Emergency Alert 1/Made Public Appeals,2008,8/9/2008,12:00 p.m.,8/9/2008,8:46 p.m.,XCEL,Texas Panhandle and Eastern New Mexico,SPP,0,0,0,"fuel supply emergency, public appeal",Texas Panhandle and Eastern New Mexico,Mexico
Severe Storms,2008,8/5/2008,3:00 a.m.,8/5/2008,9:50 a.m.,Northern Indiana Public Service Company,Northwest Indiana,RFC,0,"63,000","63,000","severe weather, storm",Northwest Indiana,Indiana
Severe Weather,2008,8/4/2008,6:00 p.m.,8/6/2008,8:00 a.m.,Exelon Corporation West ComEd,The ComEd Territory,RFC,,"653,000","653,000",severe weather,Illinois,Illinois
Severe Thunderstorms,2008,8/3/2008,1:30 a.m.,8/3/2008,4:15 a.m.,Entergy Corporation,"Mississippi, Louisiana, Texas",SERC,,"59,500","59,500","severe weather, thunderstorm","Mississippi, Louisiana, Texas",Texas
Severe Thunderstorms,2008,8/2/2008,8:00 p.m.,8/3/2008,5:30 a.m.,Southern Company,Georgia and Alabama,SERC,400,"131,115","131,115","severe weather, thunderstorm",Georgia and Alabama,Georgia
Electric System Separation/Severe Lightning Storms,2008,7/24/2008,7:23 a.m.,7/24/2008,5:41 p.m.,ISO New England,"Bangor Hydro System, northern Maine",NPCC,180,"110,000","110,000","severe weather, thunderstorm, islanding","Bangor Hydro System, northern Maine",Maine
Hurricane Dolly,2008,7/23/2008,5:56 a.m.,7/31/2008,4:00 a.m.,American Electric Power,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",TRE,703,"211,266","211,266","severe weather, hurricane/tropical storm","Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",Texas
Severe Thunderstorms,2008,7/22/2008,3:00 a.m.,7/24/2008,7:32 p.m.,Duke Energy Indiana,Indiana,RFC,,"58,000","58,000","severe weather, thunderstorm",Indiana,Indiana
Indequate Electric Resources to Serve Load/Public Appeal,2008,7/22/2008,2:00 p.m.,7/24/2008,5:09 a.m.,Southwestern Public Service Company,Texas Panhandle and Southeastern New Mexico,SPP,,-,,"load shedding, public appeal",Texas Panhandle and Southeastern New Mexico,Mexico
Severe Thunderstorms,2008,7/22/2008,3:00 a.m.,7/23/2008,3:30 a.m.,Duke Energy Ohio,Southwest Ohio,RFC,,"56,000","56,000","severe weather, thunderstorm",Southwest Ohio,Ohio
Storm,2008,7/21/2008,12:49 a.m.,7/22/2008,6:00 p.m.,MidAmercian Energy Company,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",MRO,170,"185,000","185,000","severe weather, storm","Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",Iowa
Unit Tripped,2008,7/10/2008,2:22 p.m.,7/10/2008,5:21 p.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,240,-,,generator trip,California,California
Heat Wave/Potential Fire Threat/Made Public Appeals,2008,7/7/2008,12:15 p.m.,7/10/2008,5:00 p.m.,California ISO,ISO Balancing Area,WECC,0,0,0,"severe weather, heat, public appeal",ISO Balancing Area,
Fuel Supply Deficiency,2008,7/2/2008,4:00 p.m.,Ongoing,Ongoing,"State of California, Department of Water Resources",Restricted Hydroelectric Capability,WECC,-,-,,fuel supply emergency,Restricted Hydroelectric Capability,
Thunderstorms,2008,7/2/2008,8:00 p.m.,7/3/2008,3:00 a.m.,Detroit Edison Company-DTE,Southeastern Michigan (DTE Service Territory),RFC,,"56,000","56,000","severe weather, thunderstorm",Southeastern Michigan (DTE Service Territory),Michigan
Severe Weather,2008,7/2/2008,3:00 p.m.,7/6/2008,12:00 p.m.,Consumers Energy,Lower 2/3 of Michigan's Lower Peninsula,RFC,125,"239,663","239,663",severe weather,Lower 2/3 of Michigan's Lower Peninsula,Michigan
Wild Land Fire,2008,7/2/2008,7:16 p.m.,7/2/2008,11:28 p.m.,California ISO,"Santa Barbara County, California, near Goleta",WECC,208,"200,000","200,000",wild fire,"Santa Barbara County, California, near Goleta",California
Brush Fire/Lines Loss/Transmission Emergency Declared,2008,7/2/2008,7:36 p.m.,7/3/2008,1:10 a.m.,Southern California Edison,Goleta and Santa Barbara Areas of Southern California,WECC,119,"37,784","37,784",wild fire,Goleta and Santa Barbara Areas of Southern California,California
Unit Tripped,2008,7/1/2008,7:31 a.m.,7/1/2008,12:00 p.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,160,-,,generator trip,California,California
Severe Wind Storm,2008,6/27/2008,4:30 p.m.,6/27/2008,5:30 p.m.,Omaha Public Power District,"Omaha, Nebraska (Metro Area)",MRO,650,"126,000","126,000","severe weather, wind","Omaha, Nebraska (Metro Area)",Nebraska
Thunderstorms,2008,6/26/2008,5:00 p.m.,6/26/2008,9:30 p.m.,Detroit Edison Company-DTE,Southeastern Michigan (DTE Service Territory),RFC,,"53,000","53,000","severe weather, thunderstorm",Southeastern Michigan (DTE Service Territory),Michigan
Transmission Equipment Failure/Load Shedding,2008,6/23/2008,4:52 p.m.,6/23/2008,11:28 p.m.,Progress Energy Florida,"Pinellas County, Florida",FRCC,113,"32,593","32,593","load shedding, equipment failure","Pinellas County, Florida",Florida
Fire/Breaker Failure,2008,6/23/2008,1:44 p.m.,6/23/2008,1:45 p.m.,Northern Indiana Public Service Company,Northcentral Indiana,RFC,425,,,equipment failure,Northcentral Indiana,Indiana
Lightning Stirke/Uncontrolled Loss of Load,2008,6/22/2008,4:55 p.m.,6/22/2008,5:05 p.m.,Northern Indiana Public Service Company,Northwest Indiana,RFC,650,,,"severe weather, thunderstorm",Northwest Indiana,Indiana
Electrical System Separation/Severe Lightning Storms,2008,6/21/2008,3:09 p.m.,6/21/2008,6:53 p.m.,Pacific Gas and Electric Company,"Near Rogers Flat, California",WECC,3,477,477,"severe weather, thunderstorm, islanding","Near Rogers Flat, California",California
Severe Thunderstorms,2008,6/17/2008,9:01 a.m.,6/19/2008,8:30 p.m.,Oncor Electric Delivery Company LLC,"North, Central and East Texas",TRE,,"234,393","234,393","severe weather, thunderstorm","North, Central and East Texas",Texas
Thunderstorms/Uncontrolled Loss of Load,2008,6/17/2008,8:40 p.m.,6/17/2008,11:00 p.m.,"Golden Spread Electric Cooperative, Inc","Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",TRE,276,"37,330","37,330","severe weather, thunderstorm, uncontrolled loss","Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",Texas
Electrical System Separation/Severe Thunderstorms,2008,6/17/2008,8:35 p.m.,6/18/2008,1:55 a.m.,Southwestern Public Service Company,Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,SPP,560,"18,000","18,000","severe weather, thunderstorm, islanding",Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,Mexico
Thunderstorms,2008,6/16/2008,4:15 p.m.,6/16/2008,11:19 p.m.,Dominion-Virginia Power,Northern Virginia,SERC,"800-1,000","115,000","115,000","severe weather, thunderstorm",Northern Virginia,Virginia
Electrical System Separation,2008,6/15/2008,7:06 p.m.,6/15/2008,8:42 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,57,"9,700","9,700",islanding,"City of Crawfordsville, Indiana",Indiana
Severe Weather,2008,6/15/2008,8:00 a.m.,6/15/2008,8:00 p.m.,Exelon Corporation-ComEd,The Entire ComEd Territory,RFC,,"165,000","165,000",severe weather,Illinois,Illinois
Flooding and Uncontrolled Loss,2008,6/12/2008,3:30 p.m.,6/18/2008,4:00 p.m.,"Midwest ISO, ITC, ALTW",East Central Iowa,RFC,200,"21,000","21,000","severe weather, flooding, uncontrolled loss",East Central Iowa,Iowa
Uncontrolled Loss,2008,6/11/2008,1:15 p.m.,6/11/2008,2:05 p.m.,New York Independent System Operator,New York State,NPCC,200,"61,000","61,000",uncontrolled loss,New York State,New York
Storm,2008,6/10/2008,11:00 p.m.,6/11/2008,9:00 a.m.,ISO New England,All Six New England States,NPCC,50,"60,000","60,000","severe weather, storm",All Six New England States,New England
Inadequate Electric Resources to Serve Load,2008,6/10/2008,2:00 p.m.,6/10/2008,6:00 p.m.,"Entergy Services, Inc.",Entergy System,SERC,300,19,19,load shedding,Entergy System,
Severe Storm,2008,6/10/2008,11:00 a.m.,6/13/2008,5:30 p.m.,National Grid,Upstate New York,NPCC,400,"68,000","68,000","severe weather, storm",Upstate New York,New York
Severe Thunderstorms,2008,6/10/2008,7:00 p.m.,6/14/2008,3:59 p.m.,PECO Energy,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",RFC,,"198,000","198,000","severe weather, thunderstorm","Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",Pennsylvania
Severe Storms,2008,6/10/2008,6:00 p.m.,6/14/2008,11:30 a.m.,Public Service Electric and Gas,"Bergen, Essex and Hudson Counties, New Jersey",RFC,,"248,800","248,800","severe weather, storm","Bergen, Essex and Hudson Counties, New Jersey",New Jersey
Fire/Breaker Failure,2008,6/9/2008,2:52 p.m.,6/9/2008,8:25 p.m.,Public Service Electric and Gas,"Area Around West Orange Switching Station, New Jersey",RFC,215,"75,654","75,654",equipment failure,"Area Around West Orange Switching Station, New Jersey",New Jersey
Indequate Electric Resources to Serve Load,2008,6/9/2008,2:00 p.m.,6/9/2008,7:00 p.m.,"Entergy Services, Inc.",Entergy System,SERC,300,19,19,load shedding,Entergy System,
Severe Weather,2008,6/8/2008,9:30 a.m.,6/9/2008,7:00 a.m.,Exelon Corporation-ComEd,The Entire ComEd Territory,RFC,,"125,000","125,000",severe weather,Illinois,Illinois
Severe Storm,2008,6/8/2008,6:00 p.m.,6/16/2008,11:30 p.m.,Detroit Edison Company-DTE,Southwestern Michigan (DECO Service Territory),RFC,500,"150,000","150,000","severe weather, storm",Southwestern Michigan (DECO Service Territory),Michigan
Lightning Storm,2008,6/6/2008,3:18 p.m.,6/12/2008,8:00 a.m.,Consumers Energy,Lower 2/3 of Michigan's Lower Peninsula,RFC,100,"358,000","358,000","severe weather, thunderstorm",Lower 2/3 of Michigan's Lower Peninsula,Michigan
Thunderstorms,2008,6/4/2008,3:04 p.m.,6/5/2008,9:30 p.m.,Dominion-Virginia Power,Northern Virginia,SERC,850,"253,800","253,800","severe weather, thunderstorm",Northern Virginia,Virginia
Severe Storms,2008,6/4/2008,3:00 p.m.,6/7/2008,5:30 a.m.,Baltimore Gas and Electric Company,Entire BGE Service Territory,RFC,,"108,000","108,000","severe weather, storm",Maryland,Maryland
Load Shedding/Voltage Reduction,2008,6/4/2008,3:14 p.m.,6/4/2008,3:46 p..m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,90,"100,948","100,948","load shedding, voltage reduction",Island of Puerto Rico,Puerto Rico
Lightning Storm,2008,6/4/2008,3:00 p.m.,6/5/2008,1:00 a.m.,Potomac Electric Power Company,"Montgomery, Prince Georges,  Maryland, Washington, D.C.",RFC,,"249,408","249,408","severe weather, thunderstorm","Montgomery, Prince Georges,  Maryland, Washington, D.C.",Washington
Severe Weather,2008,6/3/2008,5:00 p.m.,6/7/2008,11:00 p.m.,Allegheny Power,"Maryland, West Virginia, Virginia",RFC,634,"157,168","157,168",severe weather,"Maryland, West Virginia, Virginia",West Virginia
"Load Shedding, Inadequate Electric Resources to Serve Load",2008,5/30/2008,2:05 p.m.,5/30/2008,8:00 p.m.,"Entergy Services, Inc.",South Louisiana,SERC,200-250,,,load shedding,South Louisiana,Louisiana
Severe Thunderstorms,2008,5/30/2008,10:00 p.m.,6/4/2008,11:59 p.m.,Indianapolis Power and Light,"Northeastern Marion County, Indiana",RFC,,"70,000","70,000","severe weather, thunderstorm","Northeastern Marion County, Indiana",Indiana
Severe Storms,2008,5/30/2008,9:30 a.m.,5/30/2008,11:00 p.m.,Exelon Corporation-ComEd,Northern and Western Counties of Illinois,RFC,,"109,000","109,000","severe weather, storm",Northern and Western Counties of Illinois,Illinois
Lightning Storm,2008,5/27/2008,2:02 p.m.,5/27/2008,3:52 p.m.,ISO New England,South West Connecticut,NPCC,130,"56,400","56,400","severe weather, thunderstorm",South West Connecticut,Connecticut
Severe Storm,2008,5/12/2008,12:01 a.m.,5/14/2008,12:00 a.m.,Atlantic City Electric,"Cape May, Cumberland, Gloucester, Salem, Camden, Atlantic, Burliington  Counties, New Jersey",RFC,55,"135,000","135,000","severe weather, storm","Cape May, Cumberland, Gloucester, Salem, Camden, Atlantic, Burliington  Counties, New Jersey",New Jersey
Electric System Separation,2008,5/11/2008,4:50 p.m.,5/11/2008,8:43 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,47,"9,700","9,700",islanding,"City of Crawfordsville, Indiana",Indiana
Severe Thunderstorms,2008,5/11/2008,6:00 a.m.,5/12/2008,2:30 p.m.,Southern Company,Georgia,SERC,100,"80,539","80,539","severe weather, thunderstorm",Georgia,Georgia
Load Shedding,2008,5/8/2008,10:21 a.m.,5/8/2008,12:56 a.m.,California ISO,California,WECC,483,0,0,load shedding,California,California
Severe Weather,2008,4/9/2008,4:00 p.m.,4/13/2008,1:15 a.m.,Oncor Electrtic Delivery Company LLC,"North, Central and East Texas",TRE,,"488,689","488,689",severe weather,"North, Central and East Texas",Texas
Severe Thunderstorms,2008,4/4/2008,12:31 p.m.,4/4/2008,5:00 p.m.,Entergy Corporation,"Arkansas, North Louisiana, Mississippi",SERC,,"122,600","122,600","severe weather, thunderstorm","Arkansas, North Louisiana, Mississippi",Mississippi
Major Storm,2008,3/15/2008,8:55 p.m.,3/16/2008,8:30 p.m.,Southern Company,Parts of Alabama and Georgia,SERC,200,"157,744","157,744","severe weather, storm",Parts of Alabama and Georgia,Georgia
